"","user","type"
"154","Security situation ""fluid and ongoing"" in Canadian capital, hours after shootings: ","news"
"155","Family of nurse Amber Vinson: Officials at CDC and hospital ""are no longer able to detect virus in her body"" - ","news"
"156","North America to have prime viewing for 4th and final eclipse of 2014: - @AlyssaNewcomb ","news"
"157","NEW: Soldier killed in Ottawa attack identified as Cpl. Nathan Cirillo, Canadian Armed Forces tell @ABC News - @RymMomtaz","news"
"158","Police: Baby killed, 8 injured as motorist slams into crowd in Jerusalem ""terrorist attack"" - ","news"
"159","JUST IN: Family of nurse Amber Vinson: Officials at CDC and hospital ""are no longer able to detect virus in her body"" - @ABCNewsHealth","news"
"160","Sergeant-at-Arms Kevin Vickers hailed as hero for shooting Canadian Parliament gunman: ","news"
"161","Police: Man pretended to be in a coma for 2 years to avoid court: ","news"
"162","NEW: Sources: Deceased gunman who killed soldier in Ottawa has been identified as Canadian national Michael Zehaf-Bibeau - @WorldNews","news"
"163","Inside Canadian Parliament as gunfire is heard: ""Mom im okay Im in hiding"" - ","news"
"164","US Army increases security at Tomb of the Unknown Soldier at Arlington Nat'l Cemetery as precaution due to Ottawa shootings - @LMartinezABC","news"
"165","White House: During call with Canadian PM Harper, Pres. Obama condemns ""outrageous attacks"" on Canadian Forces in Quebec and Ottawa.","news"
"166","NYPD to patrol Consulate General of Canada in NYC as a precaution in light of ongoing security situation in Ottawa - @AaronKatersky","news"
"167","Ebola fears prompt CDC to monitor travelers coming to US from Guinea, Liberia, Sierra Leone: ","news"
"168","FBI: ""No specific reporting indicating a threat to the United States"" following Canadian capital shootings - @MLevineReports","news"
"169","ALERT: ABC News Special Report:Canadian capital shootings - LIVE on @ABC TV and online: ","news"
"170","World Series wish comes true for 6-year-old cancer patient: ","news"
"171","Ottawa mayor: Soldier killed by gunman was standing guard at Canada's National War Memorial - @ABCNewsLive - ","news"
"172","RCMP official: ""Dynamic and unfolding situation"" in Canadian capital; all available resources activated - @ABCNewsLive","news"
"173","BREAKING: Ottawa Police: 1 shooting victim, a member of the Canadian Forces, and 1 male suspect are dead - ","news"
"174","White House: Pres. Obama has spoken with Canadian PM Harper as security situation in Ottawa continues to develop - @marykbruce","news"
"175","Ebola-infected nurse's dog tests negative for Ebola: ","news"
"176","NHL: Game between Toronto Maple Leafs and Ottawa Senators in Ottawa postponted due to developing situation in the city - @WorldNews","news"
"177","Ottawa Police spokesman tells @ABC News that 3 suspects are being sought following shootings in Canadian capital - @WorldNews","news"
"178","White House: US officials in touch with Canadian officials, offering US assistance with ongoing situation in Canadian capital, if needed.","news"
"179","Ottawa Civic Hospital says 3 patients have been received following shooting incidents at and near Canadian Parliament - @WorldNews","news"
"180","WATCH: Sounds of apparent gunfire inside halls of Canada's Parliament Hill: ","news"
"181","PHOTO: Parliament Hill caucus room barricaded with furniture due to active shooter situation - ","news"
"182","Inside Canadian Parliament as gunfire is heard: ""Mom im okay Im in hiding"" - ","news"
"183","NORAD says taking ""appropriate and prudent steps to ensure adequate posture"" should situation in Canadian capital warrant response.","news"
"184","Canadian Prime Minister's Office: PM Harper is safe and not on Parliament Hill; is being briefed by security officials - @WorldNews","news"
"185","Canadian Prime Minister's Office: ""Thoughts and prayers are with the families of those who were attacked"" in capital shootings - @WorldNews","news"
"186","FBI, Homeland Security sources: US closely monitoring situation in Canadian capital with extraordinarily high priority - @PierreTABC","news"
"187","US Capitol Police: ""No significant modification to our security posture;"" monitoring shooting incidents in Canadian capital - @JackDate","news"
"188","ALERT: ABC News Special Report: Shootings in Canadian capital - LIVE on @ABC TV and online: ","news"
"189","JUST IN: US Embassy in Ottawa on lockdown following shooting incidents at and near Canadian Parliament - @WilliamsJon","news"
"190","Canadian capital shootings:UPDATE PHOTOS LIVE ","news"
"191","JUST IN: White House official: Pres. Obama has been briefed on shooting incidents in Canadian capital - @marykbruce","news"
"192","JUST IN: Canadian military bases being closed after soldier shot at Nat'l War Memorial, ongoing situation near Parliament - @WilliamsJon","news"
"193","MORE: State Dept.: NKorea requested US transport Jeffrey Fowle out of country; Dept. of Defense fulfilled request - ","news"
"194","MORE: AP reports its journalists saw what appeared to be US gov't plane at Pyongyang airport: ","news"
"195","JUST IN: 1 of 3 Americans detained by North Korea has been released, White House says - @marykbruce ","news"
"196","Leading guardrail maker ordered to pay $175,000,000 for misleading government about component design: ","news"
"197","Fireball streaking across Alabama sky captured on video Monday: ","news"
"198","Spanish nurse declared free of Ebola after second test comes back negative, Madrid's Carlos III Hospital tells @ABCNewsHealth.","news"
"199","DHS official: Travelers from Ebola-stricken African countries to be required to enter US via Dulles, O'Hare, Newark, Atlanta, JFK Airports.","news"
"200","Crews tearing down home where babies' bodies were found: ","news"
"201","America says ""no"" to Cappuccino potato chips: ","news"
"202","Info and facts are the best way to fight fear. Join @DrRichardBesser and panel of experts for #abcDrBchat on #Ebola. Today 1PM ET.","news"
"203","Oil company CEO dies in plane crash: ","news"
"204","Fashion icon Oscar de la Renta dies at age 82: ","news"
"205","Climate researchers: 2014 on pace to tie or break record for hottest year: ","news"
"206","BREAKING: Oscar Pistorius sentenced to 5 years in prison for girlfriend’s shooting death ","news"
"207","WATCH LIVE: Oscar Pistorius faces sentencing for 2013 shooting ","news"
"208","WATCH LIVE: Sentencing in the Oscar Pistorius Trial ","news"
"209","Gov't agency urging nearly 5,000,000 drivers to take ""immediate action"" over defective airbags: - @BrianRoss","news"
"210","Pres. Obama joins nearly 2,000,000 voters who have voted before Election Day: ","news"
"211","For 2 Instagram users, love and wedding bells were waiting in the palms of their hands: ","news"
"212","Marvel kills off iconic Wolverine character: ","news"
"213","Marathon runner runs 26.2-mile course, hits reverse and runs it again -- backward: ","news"
"214","Why rats, mosquitoes and water don't spread Ebola: #EbolaFactsABC ","news"
"215","Michelle Knight: ""I was able to say his name: Ariel Castro. I was able to forgive him."" -- ","news"
"216","At this British restaurant, meals are made from thrown-away food: ","news"
"217","MORE: Oscar de la Renta first made his name in 1960s when First Lady Jaqueline Kennedy frequently wore his designs: ","news"
"218","UPDATE: Fashion icon Oscar de la Renta dies at age 82: ","news"
"219","Swedish military: Submarine hunt underway after ""credible"" detections of foreign activity: ","news"
"220","Nurse who cared for deceased Ebola victim pens poem in his honor: ","news"
"221","JUST IN: Legendary fashion designer Oscar de la Renta has died at age 82, a family member tells @ABC News.","news"
"222","Okla. Nat'l Guard: Pilots not seriously injured after F-16 fighter jets collide near Howard, Kansas, on Monday afternoon - @LMartinezABC","news"
"223","World Health Organization declares Nigeria free of Ebola in ""spectacular success story"" for containment: ","news"
"224","Calif. homeowner says he recently ended a relationship with the woman pulled from his chimney: ","news"
"225","Climate researchers: 2014 on pace to tie or break record for hottest year: ","news"
"226","Search for Eric Frein shifts after woman describes chilling encounter with a man with a rifle: ","news"
"227","Why rats, mosquitoes and water don't spread Ebola: #EbolaFactsABC ","news"
"228","Suspect in disappearance of Hannah Graham indicted in a 2005 sexual assault case in Virginia: ","news"
"229","It's National Breast Cancer Awareness Month. Go to to take the #GoPink pledge. ","news"
"230","Gov't agency urging nearly 5,000,000 drivers to take ""immediate action"" over defective airbags: - @BrianRoss","news"
"231","Pres. Obama to appoint a former vice presidential chief of staff to lead US Ebola response: ","news"
"232","Vice Pres. Biden’s son was discharged from the Navy after testing positive for cocaine: ","news"
"233","25 years ago: Loma Prieta earthquake strikes San Francisco: ","news"
"234",".@ABC News poll:56% of Americans support Supreme Court action on gay marriage: ","news"
"235","Attorney goes to court with infant strapped to her chest after judge denies delay during her maternity leave: ","news"
"236","Fla. man sentenced to life in prison for ""loud music"" shooting death of Jordan Davis: ","news"
"237","Accused serial killer has allegedly confessed to at least 39 killings in Brazil since 2013: ","news"
"238","“All I could think about was she was in a lot of pain. And I wanted to help her."" - ","news"
"239","Pentagon in early internal discussions for possibility of providing military doctors to CDC for US Ebola response, if needed - @LMartinezABC","news"
"240","UPDATE: MLB invites boy with cancer to ""be our guest"" at World Series: ","news"
"241","16 dead, nearly a dozen injured after ventilation grate collapses at South Korean concert: ","news"
"242","Cruise ship with isolated health care worker who handled Ebola samples was turned away from Mexico: ","news"
"243","Attorney goes to court with infant strapped to her chest after judge denies delay during her maternity leave: ","news"
"244","Military officials: US Air Force's secret X37-B mini-shuttle has landed after 2 year mission: ","news"
"245","Neighbor has raised $8,000 in 1 day in effort to send boy with cancer to the World Series: ","news"
"246","Accused serial killer has allegedly confessed to at least 39 killings in Brazil since 2013: ","news"
"247","How violent is South Africa? Our 45-second video looks at the numbers ","news"
"248","Polygamist cult leader Goel Ratzon jailed for sexual abuse in Israel ","news"
"249","#HongKong activists mark a month of protests ","news"
"250","Sweden's main interest rate cut to zero ","news"
"251","""Glowing"" road markings lanes tested in the Netherlands ","news"
"252","Iraq Kurdish forces travel to Turkey, intending to cross into #Syria &amp; tackle IS militants in Kobane ","news"
"253","New rules for US medics returning from treating #Ebola patients in West Africa ","news"
"254","Global gender gap narrows, survey suggests. How equal is your nation? (#100Women #BBCGoFigure) ","news"
"255","Screening taboos: an Arab road trip movie that tackles stereotypes","news"
"256","Slanging it out: the colourful world of Afghanistan's battlefield slang ","news"
"257","Malawi's former president, Joyce Banda, opens #100Women conference - watch live:","news"
"258","Who are the #100Women who will be taking part in our conference? Find out more here: ","news"
"259","Iraqi Kurdish forces on way to cross Turkey into Syria to fight Islamic State militants ","news"
"260","World Bank president appeals for medical volunteers to tackle #Ebola crisis in West Africa ","news"
"261","Grave problem: Ebola outbreak affects Liberia's coffin trade as body bags replace caskets ","news"
"262","Not long before the #100Women conference begins and these seats fill up. Take part here: ","news"
"263","What's the price of a family meal in the middle of a conflict in the Middle East? #100women ","news"
"264","Trash into cash: India's charities tackle poverty through business ideas ","news"
"265","From refugee to entrepreneur, how did one #Syria woman use food to help others? #100women","news"
"266","You for the US Congress? what if you were running for re-election? ","news"
"267","Tried and tested? is screening for Ebola at airports effective? via @BBCNewsMagazine ","news"
"268","Divers in South Korea find body in #Sewol ferry 6 months after it sank, killing more than 300 ","news"
"269","Why are so many young women in #Kenya taking up boxing? #100women ","news"
"270","Why are oil prices falling? And what would it take to stop the drop? In 60 seconds: ","news"
"271","School segregation Is the Czech Republic sending a disproportionate number of Roma children to special schools?","news"
"272","Japanese airbag manufacturer #Takata being sued in US after deaths linked to faulty airbags ","news"
"273","Russia ""will recognise"" results of controversial separatist elections in eastern #Ukraine planned for Sunday ","news"
"274","The moment this woman found out live on #bbcnewsday that her niece is released by Boko Haram: ","news"
"275","China introduces rights for whistle-blowers for the first time amid crackdown on corruption ","news"
"276","Italy's 89-year-old President, Giorgio Napolitano, to give evidence at anti-Mafia trial ","news"
"277","Moderate conservative John Tory is elected as Toronto's new mayor, ending the Rob Ford era ","news"
"278","Moving film: an Arab road movie that breaks taboos","news"
"279","Missing Mexico students: the authorities are investigating a suspected mass grave ","news"
"280","The stress is on technology: how stress-management gadgets can help ","news"
"281","A business flowers: visually challenged people in India convert flowers into organic colours ","news"
"282","A BBC poll finds many Americans sceptical about their country's intervention in Afghanistan ","news"
"283","A fragment of ancient Australia found in Vanuatu raises questions about continent formation ","news"
"284","Syria conflict: fierce fighting as Nusra Front rebels attack government-held Idlib ","news"
"285","In 2008, 1 in 3 congressional ads mentioned energy or the environment; in 2014, it’s 1 in 5: ","news"
"286","Jay Monroe won the spectrum lottery in the 1990s, now the billionaire looks to really cash in: ","news"
"287","Keeping Liberia's economy alive one thermometer at a time: ","news"
"288","Price gap between regular and premium gas grows to six-year high: ","news"
"289","Amazon Mom is Amazon Prime plus a 20%  discount on diapers and a $10 referral bonus: ","news"
"290","U.S. schools take eight of top 10 spots on @usnews's first-ever global ranking of colleges: ","news"
"291","Lawmakers explore bipartisan package of $200 billion in new tax breaks: ","news"
"292","U.S. homeownership rate falls to lowest level since 1995: ","news"
"293","91% of Americans regularly wear clothes more than once between cleanings, up from 76% in 2007: ","news"
"294","Paul Ryan is about to get the ultimate Congressional prize: ","news"
"295","Boston bombing suspect's friend found guilty of lying to FBI, faces up to 16 years in jail: ","news"
"296","Savannah trails only New York City as an East Coast port: ","news"
"297","U.S. consumer confidence reaches seven-year high: ","news"
"298","Twitter user growth slows, and share prices fall of a cliff:  $TWTR ","news"
"299","PricewaterhouseCoopers to help Google make business software sales:   ","news"
"300","Real Madrid gets stadium financing from Abu Dhabi's $68 billion International Petroleum Investment Company: ","news"
"301","Dunkin' Donuts rolls out limited edition doughnut-croissant hybrid next week: ","news"
"302","Apple CEO Tim Cook criticizes his home state for a lack of LGBT workplace protections: ","news"
"303","Wal-Mart and Best Buy join CVS and Rite Aid in rejecting Apple Pay: ","news"
"304","Sixty-two of 64 economists expect the Fed to end quantitative easing this week: ","news"
"305","Kim Kardashian's heart and soul is a BlackBerry keyboard: ","news"
"306","Kim Jong Un purges about 10 party officials for watching soap operas, Yonhap says: ","news"
"307","Home prices gains are slowing as tight credit and stagnant wages keep demand on the sidelines: ","news"
"308","Average U.S. household will spend seven percent less on the holidays this year, PWC predicts: ","news"
"309","U.S. durable goods orders fall again, economists blame Europe: ","news"
"310","As the Fed prepares to raise borrowing costs, concern mounts that companies will struggle to make debt payments: ","news"
"311","The ECB is aggressively expanding its balance sheet: ","news"
"312","Funeral for Total CEO de Margerie draws France's elite: ","news"
"313","What happens when Black Friday loses its luster ","news"
"314","A hurricane may lose its name, but it doesn't necessarily lose its ability to wreak havoc ","news"
"315","Bribery plot in Austria casts spotlight on money printers ","news"
"316","“This is how you have children!” Danes make infertility part of sex ed class ","news"
"317","No sleep for Ivory Coast's health minister as neighbors battle #Ebola ","news"
"318","UBS rises after about $2 billion set aside to cover legal expenses, giving investors an estimate of costs ","news"
"319","“Tanzania has leapfrogged the need for credit cards and debit cards"" ","news"
"320","Britain’s largest mortgage lender said third-quarter profit rose 41%; 9,000 jobs to be cut ","news"
"321","BREAKING: Riksbank cuts key rate to zero as deflation fight deepens ","news"
"322","Sendai residents vote to restart nuclear reactors amid protests ","news"
"323","SoftBank invests $627M in India's Snapdeal ","news"
"324","AT&amp;T goes to Taiwan for biggest dollar bond sale as market booms ","news"
"325","China-linked hacking foiled by private-sector sleuthing ","news"
"326","Alibaba's Ma seeks Hollywood partners in content push ","news"
"327","Billionaire Triguboff in talks for Meriton's sale to Chinese ","news"
"328","Supporters of Malaysia opposition leader Anwar gather as two-day sodomy appeal hearing begins ","news"
"329","Noble drops as much as 10% in heavy volume after block trades ","news"
