,user,type
81,"We're about to get started with #WhatNowCC, check it out here! ft @RickHess99 @cminnich @cgewertz @MQ_McShane",education
82,.@MQ_McShane Catholic schools play a vital role in fostering opportunity. They should be kept open ,education
83,More on the trouble with teacher tenure ,education
84,Weekend long read: new report from @kbstevens on the shocking truth about teacher tenure in New York ,education
85,".@AndrewPKelly and @KevinJamesEd latest in @Forbes - ""What the feds can (and can't do) in higher ed reform"" ",education
86,"Register now for AEI's upcoming event on Nov. 6 -  ""What the midterm elections mean for education policy"" ",education
87,.@rickhess99 and @MQ_McShane in @USATODAY on AP STEM courses and how they affect employment ,education
88,#flashbackfriday ICYMI Campbell Brown talks teacher tenure #CampbellatAEI ,education
89,Score one for the arts! Taking students to the theater has measurable cognitive and non-cognitive benefits ,education
90,"Bill Gates' small schools effort is a ""reminder that policy ideas often need time and space...before they bear fruit"" ",education
91,Was @billgates right about high school reform after-all? @AndrewPKelly for @AEIdeas,education
92,"Why closing Catholic schools harms minority students, @MQ_McShane in @NCRegister ",education
93,"""@jaypgreene is an army of one for arts education...and he's winning"" ",education
94,From the archives: we should seek to create a more vibrant and open higher education marketplace ,education
95,"Under NY law, incompetent teaching in and of itself is not grounds for dismissal. ",education
96,"We've been digging thru the archives this week, here's ""Navigating the #CommonCore"" by @MQ_McShane in @EducationNext ",education
97,"Even if Republicans carry the Senate, it seems unlikely much will happen related to education over the next 2 years ",education
98,Will NCLB be reauthorized by 2016? It seems unlikely... ,education
99,What does the future hold for financial aid? It starts w much bigger thinking on what's possible #ReinventingFinAid,education
100,We're 3 weeks from the midterms! What will 2014 hold for edu? ,education
101,"To buy ""Reinventing Financial Aid"" and read a 2-page overview check out (3/3)",education
102,"The book, ft. a stellar line-up of authors, presents a menu of bold possible solutions to the problems facing student loans (2/3)",education
103,"We're thrilled ""Reinventing Financial Aid"" ed @AndrewPKelly &amp; @saragoldrickrab is now out from @Harvard_Ed_Pub (1/3)",education
104,"Teacher tenure made sense in the early 20th century. Now, things are different ",education
105,What do the 2014 Senate elections mean for education? @RickHess99 breaks it down ,education
106,"Back to work tomorrow! Before heading to bed, sign up for ""What now for the Common Core?"" on 10/22 ",education
107,Jobs in STEM fields are projected to grow at a rate of 17% the next 4 years. They might go unfilled ,education
108,"""Incompetent teachers negatively impact the dominant aspect of teachers professional life: their classroom"" ",education
109,Miss our event with @campbell_brown? No worries!  Full video--and it's excellent--up here! ,education
110,Happy Columbus Day! Here's a beach #longread on the future of #CommonCore @RickHess99 @NationalAffairs,education
111,Taking stock of the health of charter schooling @charteralliance @RickHess99,education
112,"In some states, less than 5% (5%!) of high schoolers graduate having passed an AP STEM exam ",education
113,"Good teachers want competent colleagues, not lifetime job security ",education
114,"Why ""have the feds do it"" is a bad default for higher ed regulation ",education
115,"""Just two states had more than 1% of high school graduates passing the [AP computer science] test!"" ",education
116,"""In many communities [Catholic schools] are the only schooling option not subsidized entirely by the government"" ",education
117,Weekend long read: making the higher ed market actually work from @AndrewPKelly &amp; @KevinJamesEd,education
118,"""Just 17 states had even 10 percent of graduates passing at least one AP STEM exam"" ",education
119,Only 2 states have at least 5% of high school grads passing an AP foreign language exam ,education
120,Heading to the beach? Stuck in traffic? No worries! Read up on 3 ways states can boost AP STEM and comp sci scores ,education
121,"We know jobs in science, tech, engineering &amp; math are important, so why aren't more kids taking AP STEM exams? ",education
122,.@CSattinBajaj's incisive look at how school choice works for immigrant students ,education
123,"""In the nation's best-performing states, not even one in six high school graduates had passed an AP STEM exam"" ",education
124,"It's not really accurate to call the Catholic school market, well, a ""market"" @MQ_McShane for @AEIdeas",education
125,"""Reformers must first ask what tasks the federal government is equipped to do well &amp; which are better left to others"" ",education
126,"""Its time to ask why we subsidize so much failure in American higher education, and what we can do about it"" ",education
127,Fresh for your PM commute: @AndrewPKelly &amp; @KevinJamesEd on what the feds can (and can't) do in higher ed reform ,education
128,Higher ed regulation is an antiquated system. How do we make the market work better for students &amp; taxpayers? ,education
129,Miss @campbell_brown's excellent keynote on the future of tenure? Full video here ,education
130,Just up! @RickHess99 takes a look at @CSattinBajaj's new book on school choice for immigrant youth ,education
131,"#CommonCore has faced some recent backlash. What does the future hold? Find out 10/22 here @AEI, register ",education
132,"STEM education is all the rage, an issue we've written about for @USATODAY &amp; @thehill ",education
133,In today's @USATODAY @rickhess99 &amp; @MQ_McShane talk about the import of STEM education ,education
134,One of the remarkable things about contemporary education reform may be its lack of interest in responsible parenting ,education
135,"Federal higher ed policy looks like a ""conservative Shangri-La,"" but there are cracks beneath the rosy veneer ",education
136,"The health of charter schooling, @RickHess99 weighs in on @charteralliance study ",education
137,Grading K-12 schools on STEM and second languages @RickHess99 &amp; @jennhatfield1 in @thehill,education
138,"Good teachers want competent colleagues, not lifetime job security from @kbstevens",education
139,"Mark your calendars - Oct. 22 ""What now for the Common Core"" @cgewertz and @minnichc will discuss at AEI ",education
140,Check out @NRO for the latest from @AndrewPKelly and @rickhess99 ,education
141,"From 1997-07, 61% of NYC teachers convicted of incompetence or other transgressions return to class. @kbstevens",education
142,"ICYMI, ""The Health of Charter Schooling,"" @rickhess99 ",education
143,Check out new higher ed report by @AndrewPKelly and @KevinJamesEd on accountability and finance reform ,education
144,Get more on the Common Core with this graphic ,education
145,".@rickhess99 writes in @NRO ""Teaching Reform: How Classroom Instructors Took on the Education Bureaucracy"" ",education
146,"In @NRO, @AndrewPKelly writes ""A Real Education Market: Aligning the Interests of Schools, Students, and Taxpayers"" ",education
147,.@AndrewPKelly and @KevinJamesEd release new report on higher ed accountability and finance reforms ,education
148,"This morning on RHSU, ""The Health of Charter Schooling"" @rickhess99 ",education
149,".@rickhess99 explains ""How the Common Core went wrong"" in @NationalAffairs ",education
150,ICYMI Campbell Brown talks teacher tenure #CampbellatAEI,education
151,"Claudio Sanchez of @npr asks about future suits, @campbell_brown other orgs asking for help but needs to be locally driven #CampbellatAEI",education
152,Time for questions! Ask using #CampbellatAEI or to @AEIeducation or @MQ_McShane,education
153,.@campbell_brown critics use funding/donors to deflect from debating the issue on the merits #CampbellatAEI,education
154,.@campbell_brown people who fund this work are routinely attacked &amp; threatened #CampbellatAEI,education
155,".@RickHess99 who is paying for all this? @campbell_brown we don't reveal donors to respect privacy, no diff. from most groups #CampbellatAEI",education
156,.@campbell_brown lawsuits make most sense in states like CA &amp; NY where legislatures have failed to act; should be last resort #CampbellatAEI,education
157,"In a few minutes, we'll throw this open to questions! Feel free to tweet at @AEIeducation or @MQ_McShane or use #CampbellatAEI.",education
158,.@campbell_brown The Vergara case is wholly distinct from the one in NY; hopes to create a big tent for tenure reforms #CampbellatAEI,education
159,".@campbell_brown ""We have a lot of evidence that students are not receiving a sound &amp; basic education"" in NY #CampbellatAEI",education
160,"How costly is it to fire a bad teacher? Depending on the state, over $200k #CampbellatAEI",education
161,".@RickHess99 diffs btw CA &amp; NY? @campbell_brown CA an equity case, NY constitution ""right to sound, basic education"" #CampbellatAEI",education
162,.@RickHess99 what are ins and outs of NY suit? @campbell_brown suing state of NY so parents from all over state #CampbellatAEI,education
163,"Time for discussion btw @RickHess99 &amp; @campbell_brown! Reminder, you can watch #CampbellatAEI",education
164,".@campbell_brown ""I don't pretend to be an education expert, but I am pretty good at helping people tell their stories"" #campbellatAEI",education
165,".@campbell_brown judge in Vergara decision in CA: ""evidence is compelling"" and hits at-risk students the hardest #CampbellatAEI",education
166,".@campbell_brown problem with seniority: ""the whole system is to protect teachers, not kids."" In CA teacher of year fired #CampbellatAEI",education
167,".@campbell_brown the nature of NY arbitrators is to extend cases as long as possible, &amp; they have final say not chancellor #CampbellatAEI",education
168,".@campbell_brown ""Our focus isn't on due process, it's on due progress."" Tenure laws often not connected to teacher quality #CampbellatAEI",education
169,.@campbell_brown Our parents are going after incompetent teachers. What's the alternative? Protecting them? #CampbellatAEI,education
170,".@campbell_brown ""The reality is, once a teacher in NY has tenure, they have lifetime employment"" #campbellatAEI",education
171,"""In plain language court ruling on 3 laws: tenure laws, discipline laws, seniority laws"" that keep bad teachers in classrooms #CampbellatAEI",education
172,".@campbell_brown ""Courts provide a fair hearing of the facts"" #CampbellatAEI",education
173,"Why use courts for reform? @campbell_brown ""it is often up to the courts to decide right &amp; wrong when others fail to act"" #CampbellatAEI",education
174,".@campbell_brown ""In a rational world, the work we are doing would not be the slightest bit controversial"" #CampbellatAEI",education
175,".@campbell_brown ""single most important factor to ensuring children have a good education is a good teacher"" #CampbellatAEI",education
176,".@campbell_brown motivation is ""unthinkable stories"" about abusive teachers who are allowed back into classroom #CampbellatAEI",education
177,".@campbell_brown we have a single goal: ensuring what is best for kids. ""This is a serious policy issue"" #CampbellatAEI",education
178,Wonder why @campbell_brown is helping bring this lawsuit in NY? @kbstevens' report shows some flaws w tenure ,education
179,".@RickHess99 ""I had 100s of qs on who is funding Campbell Brown on Twitter last night, so we will talk about it"" #CampbellatAEI",education
180,.@RickHess99 is up introducing @campbell_brown. Join us #CampbellatAEI,education
181,You can tweet at @AEIeducation or @MQ_McShane or using #CampbellatAEI and we'll get to your questions!,education
182,We're about to start #CampbellatAEI!  Watch here ,education
183,"At 9a, @campbell_brown keynotes on teacher tenure. This graphic explains the history &amp; case for reform #CampbellatAEI",education
184,Good overview from @NYDNBenChapman on @kbstevens tenure paper just 61 teachers dismissed for bad performance 1997-07,education
185,From 1997-07 @kbstevens finds 61% of NYC teachers convicted of incompetence or other transgressions return to class ,education
186,"Just up! ""Tenured Teacher Dismissal in New York"" new white paper by @kbstevens in time for @campbell_brown event ",education
187,"In 1 hour, @campbell_brown will be here @AEI talking teacher tenure, watch live online here #CampbellatAEI",education
188,"In the early 1900s, teacher tenure served as a sensible check on abusive power. Today things are far different ",education
189,What to make of the AP US History framework? @MQ_McShane breaks it down ,education
190,"Broadening the discussion of ""good"" schooling ",education
191,Tmrw @campbell_brown will discuss her role in NY tenure lawsuit; this graphic explains need for reform #CampbellatAEI,education
192,What to make of AP US History framework? @MQ_McShane digests last week's talk with @chucktodd #tweetthepress,education
193,What is the trouble with teacher tenure? This graphic breaks it down ,education
194,"Tomorrow @campbell_brown joins us @AEI to talk teacher tenure, register here ",education
195,"Full house for @AndrewPKelly's talk on student loans at Pew this AM, waitlist here ",education
196,"Getting Our History Right, Hess &amp; Finn on AP US History ",education
197,#CommonCore isn't anti-teacher or anti-American. I's the product of well-meaning technocrats who have 3 problems ,education
198,The Democrats' student loan weapon ,education
199,"Coming out in 2 weeks! New from @AndrewPKelly &amp; @saragoldrickrab from @Harvard_Ed_Pub ""Reinventing Financial Aid"" ",education
200,.@edprogress says #CommonCore is a manufactured crisis. @MQ_McShane begs to differ ,education
201,Dartmouth and Stanford apologize for sending deceptive mailers to voters: ,education
202,"The student-loan servicing continues to be a Wild West of sorts, according to the CFPB. Try not to act too shocked. ",education
203,"""For those, like me, who proudly call themselves Tar Heels, the investigation provided plenty of disappointments."" ",education
204,"""To take the easy road in such an enriching environment is like winning the lottery and not cashing in the ticket."" ",education
205,How should you pitch yourself for associate-professor positions? ,education
206,Tufts U. #adjuncts are getting better pay and job security in a new contract: ,education
207,Another FSU football player is under investigation: ,education
208,"Read our diversity packgage, 'Black Men on Campus.' ",education
209,The NCAA's graduation rates don't necessarily prove success: ,education
210,"UNC-Chapel Hill should lose its accreditation, writes Macalester president Brian Rosenberg: ",education
211,"Guns on campus have already curtailed free speech, Jennifer Sinor writes: ",education
212,Faculty members @StJohnsU welcome a new president but are still looking for closure on past scandal: ,education
213,"""When I was a black woman, I was hated. Now, as a black man, Im feared."" The education of trans scholar: ",education
214,Our @JackStripling spoke to @WUNC this week the UNC academic fraud report. Audio: ,education
215,Four black men who have earned STEM Ph.D.s describe their journeys: ,education
216,@JuliaJRH No worries! Thanks for the heads up.,education
217,@JuliaJRH Try now: ,education
218,"INTERACTIVE: View a sortable table of student-diversity metrics at 4,725 institutions. [Prem Content Avail. 24 Hrs]",education
219,Academic life made simple: ,education
220,"Conventional wisdom says ""Assistant Professor"" refers to a TT job. But you wouldn't know it from these listings: ",education
221,@arundquist @polarisdotca It's caused by the lack of space on phone screens.   Thanks for pointing this out.,education
222,How to get more black men into science: ,education
223,A look at the reasons for the dearth of black men in STEM fields: ,education
224,A writing professor wants to shake up academic publishing by employing BuzzFeed to distribute academic arguments: ,education
225,"""Contrary to expectation, technologies that were supposed to save time leave us no time for ourselves."" ",education
226,"Even in higher education, some people say the darnedest things. Heres a guide to what scholars of color hear: ",education
227,The athletic adviser's ethical dilmma: ,education
228,"""The academic fraud at UNC was a calculated cost of doing business."" ",education
229,"How Jan Boxill, a philosophy instructor and ethics expert, became a prominent casualty in the UNC scandal: ",education
230,Three U.S. senators are urging the Education Department to make studying abroad safer: ,education
231,West Virginia University has expelled three who took part in riots Saturday after the football team defeated Baylor: ,education
232,The University of Oklahoma's marching band director has stepped down after students called for his ouster: ,education
233,Here are 3 important questions left unanswered by UNCs academic-fraud report: ,education
234,"""Education was once meant to be a commons of time ... free from the dominion of homo economicus."" ",education
235,Here's the full 136-page report (you should at least read the summary): ,education
236,"Once word spread about UNC's fake classes, some fraternity members took so many that they inadvertently minored in African-American studies.",education
237,Coming soon for PLUS loans: more eligible borrowers and new data on defaults. ,education
238,The widespread nature of Chapel Hill's academic fraud has been laid bare. Here's the full story: ,education
239,"Long ago, a man warned ""undreamed of"" problems would develop if college sports weren't made amateur. Relevant today. ",education
240,"@ShipLives Apologies! For other readers, it's Jan Boxill.",education
241,One of the central figures in the UNC scandal was the director of the Parr Center for Ethics. ,education
242,Unbelievable. ,education
243,Here are the key players in the UNC academic fraud scandal: ,education
244,Here's a PowerPoint slide UNC counselors showed to football coaches. ,education
245,"A damning report is out on academic fraud at UNC. 3,100 students were involved. ",education
246,A report on academic fraud at the U. of North Carolina is out. Heres what it says: ,education
247,The satiric lesson of Dear White People: ,education
248,Researchers raise ethical concerns about university scientists' work for brain-training-game companies: ,education
249,Scientists are protesting Canadian restrictions on research sharing. ,education
250,What will pedagogy look like in 20 years? ,education
251,Many NCAA athletes receive little education on concussions: ,education
252,"""Should I 'stick it out' or go back on the market while I'm still #untenured?"" ",education
253,"To save the humanities, change the narrative: ",education
254,.@RobertTalbert answers questions about the flipped classroom: ,education
255,Tune into @kojoshow on @WAMU885 at 1 pm@chronsara will join a discussion on campus sex assault: ,education
256,"Lawmakers shouldnt lump together two-year and four-year colleges in setting graduation goal, writes @HigherEdSpeak. ",education
257,"""Whether theres actually a humanities crisis is debatable. Lets say theres not, and work together to prove it."" ",education
258,The average net worth of adjunct professors just got a bit higher: Apple co-founder Steve Wozniak to be an adjunct. ,education
259,Universities are curtailing health experts efforts to work on Ebola in West Africa: ,education
260,.@chroniclevitae wants to make it easier for new #academics to design syllabi. Help them build a repository. ,education
261,Male business college grads make +30% more than female biz grads: ,education
262,Donations jumped 40% to about $500M at @Cornell. Check out how other large colleges fared: ,education
263,Eight ways to build better relationships with university staff: ,education
264,A dean deals with the fallout professionally from stress in her personal life: ,education
265,High schools average incomes predict college enrollment: ,education
266,N.C. State suspends 7 football players after a BB-gun incident: ,education
267,"At Saint Louis U., #Ferguson protests make for a long, tense, but peaceful night. ",education
268,A survey of employers agrees with career counselorsthe Class of 2015 will see a rise in employment opportunities. ,education
269,How a sex-assault researcher persevered against university resistance: [Premium Content Available 24 Hrs],education
270,"The surprisingly amicable retirement of Ron Erickson as Hocking Colleges president was a facade, he says: ",education
271,A conversation about academic motherhood: ,education
272,A job candidate wonders if search committees will use her private life as a mark against her: ,education
273,The president of a Christian seminary admits to a extramarital affair: ,education
274,"Rape charges against a U. of Florida quarterback have been dropped, prompting more questions than ever: ",education
275,Sci-Fi writers urge strapped researchers to keep dreaming: ,education
276,How Catholic colleges are promoting their missions in an increasingly secular society: ,education
277,"Wikipedia, a professor's best friend? ",education
278,The rape allegation against a U. of Florida quarterback has been dropped: ,education
279,The chancellor of the U. of Illinois Chancellor has corrected serious errors in a paper she wrote in 2006: ,education
280,It's taking students less time to finish a Ph.D: [Premium Content Available 22 Hours] ,education
281,Seeking help at a campus counseling center? You may have to wait. [Premium Content Available 23 Hours],education
282,"""Ive researched depressing topics without being affected. Why does academic sexism unsettle me so much?"" ",education
283,"Education-degree programs, once popular, take a nosedive: ",education
284,Advice from @ProfHacker on how to update your web security: ,education
285,A new law that strongly prohibits discrimination against pregnant grad students could be coming to a state near you: ,education
286,"Earl Cheit, who died in August, was an early and prescient voice on the problems that have overtaken many colleges. ",education
287,An argument for abolishing campus police departments: ,education
288,"""There are a lot of good reasons to use rubrics in the classroom ... But I dont use them."" ",education
289,What to consider if you are mulling whether to ignore the recent warnings and get a law degree anyway: ,education
290,Taking sex-assault accusations seriously and being fair to players can be a balancing act for institutions: ,education
291,Would it kill you to add some jokes to your papers? ,education
292,@kjasmall The link seems to be working.,education
293,Why academic writing stinks: ,education
294,"Mercedes Schneider: Chamber of Commerce groups warn NY not to abandon CCSS, Arne won'tlike it: ",education
295,Laurel M. Sturt: Why I Am Voting GreenParty ,education
296,"Board of Regents chair Tisch wants to expand charter schools in upstate Nw York, local boards unhappy: ",education
297,NY Parents and Educators React toCuomo ,education
298,Civil Rights Groups Urge Obama to Drop PunitiveTeating ,education
299,Education Advocates Blast Cuomo Attack on PublicSchools ,education
300,Texas: Standardized Testing inTrouble ,education
301,@dsrudmann Great. I thought Paladino bought Buffalo News.,education
302,@seritatheresa @sisteramnesia64 ABC=anyone but Cuomo,education
303,California: Why Marshall Tuck Should Not Be Elected StateSuperintendent ,education
304,@DianeRavitch Buffalo News takes down the story.,education
305,"Cuomo vows to crush teachers and public schools, after election: ",education
306,@NYGovCuomo's monopoly is one where hedge fund billionaires bankrolling his re-election tell you what is best for your kids #CuoMonopoly,education
307,"Cuomo Promises More Charter Schools, Tougher Teacher Evaluations, AfterElection ",education
308,Wisconsin Teachers Send a Warning to Their Colleagues in Illinois about BruceRauner ,education
309,Anthony Cody: Is There a Nw Paradigm forAccountability? ,education
310,Buffalo School Board Member Invests in Charter Schools and Votes forThem ,education
311,@ZephyrTeachout will not endorse Cuomo. Principle over politics. Good for her!  ,education
312,@juliefain @JessedHagopian @alfiekohn @carolburris What a fabulous review!,education
313,Breaking: New York State School Boards vote down resolution supporting state ed dept's educator evaluation system 142-127,education
314,Tim Slekar says it is past time for teacher educators to be outraged by Duncan's thirst to grade them: ,education
315,Alan Singer: NY Regents Back away from global history: ,education
316,"Colorado: Student Scores Collapse on Harder Tests in Science, SocialStudies ",education
317,What Does TIME Have Against AmericasTeachers? ,education
318,"Top-Performing Teacher Challenges New Yorks Teacher Evaluation Model, Which Finds Her Ineffective ",education
319,Philadelphia: Helen Gym Rebukes SRC for Canceling TeachersContract ,education
320,Philadelphia: Helen Gym and Bill Green Debate the WayForward ,education
321,Tennessee: Teachers Fired Using VAM Scores of UnknownValidity ,education
322,Are You Ready for a Third PresidentBush? ,education
323,Will This Election Be a Referendum on Privatization? ,education
324,Late $$$$$ for MarshallTuck ,education
325,District Superintendents in Ohio Rebel Against Common Core TestMania ,education
326,Peter Greene on Arne Duncan on Testing: There He GoesAgain ,education
327,@ShirleyWill3 Thank you for teaching in a bad era,education
328,@improvorpmi Unjust laws must be changed,education
329,Jersey Jazzman: TIME Article on Tenure Gets ItWrong ,education
330,"Joseph A. Ricciotti: Politics, Profits, and the CommonCore ",education
331,Jaime Franchi: Great Summary of Public EducationNation ,education
332,Lower Hudson Valley Schools Boards Revolt Against State Association Over Common Core and High-StakesTesting ,education
333,Chicago Asks for Delay in PARCCTesting ,education
334,Laura H. Chapman: Education Is Not aBusiness ,education
335,DOE: Creating Chaos Is theGoal ,education
336,A Parent Asks for YourAdvice ,education
337,Myra Blackmon: Time to Rise Up AgainstTesting! ,education
338,Why is Bill Gates buying up vast land holdings in north Florida? ,education
339,"Broward County Closes Two Charters for Poor Academics, SquanderedResources ",education
340,Legal Scholar: Eliminating Teachers Job Security Will Damage the Profession without HelpingChildren ,education
341,Schneider: Hewlett Foundation Proposes an Accountability Program forCCSS ,education
342,"Rosa Rivera-McCutcheon on Race, Power, and Privilege at Public EducationNation ",education
343,This is too cute not to share. Don't forget to put the final touches on your Halloween costumes! ,education
344,Happy 13 Days of Halloween! Stroll through a pumpkin patch with today's featured worksheet: ,education
